tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,lead_actors_ids,Language,Country,Budget,Box_Office,Plot
tt27300139,Alleen thuis met een dienstwapen,2023,74,['Documentary'],,,,N/A,N/A,,,N/A
tt27302079,Aattam,2023,139,"['Drama', 'Mystery', 'Thriller']",8.1,5473,"['nm4265894', 'nm10487218', 'nm3175230', 'nm15703169', 'nm15422976']",Malayalam,India,,1.5,"Aattam explores the complex dynamics within a theater group, Arangu, composed of thirteen members—twelve men and one woman—and their production of a satirical play that critiques the male gaze in society. The story centers on Anjali, a dedicated actress who has been part of the group since she was sixteen. Despite her passion and talent, Anjali is treated by her male colleagues not as an equal artist but as a subordinate, relegated to traditional ""women's tasks"" such as stitching costumes and applying makeup. This systemic gender disparity becomes evident as Anjali shines on stage, especially in her portrayal of the character Padmini, outshining her male counterparts. Among the group is Hari, a cinematic actor who has recently joined Arangu. His star power brings increased attention and financial benefits to the group, composed of ordinary people with diverse professions, including drivers, plumbers, and chefs. While this success is vital for the group, it also fuels competition and envy, particularly from Vinay, another member who dreams of being the lead but feels overshadowed by Hari's rising fame. The group celebrates the success of their play at a party hosted by Hari's foreign friends, where tensions rise. Amidst the revelry, some of the members criticize Anjali for her behavior and attire, accusing her of being too free-spirited and provocatively dressed. Anjali, however, remains confident, feeling that she deserves to enjoy herself after her impressive performance. Unbeknownst to the others, Anjali is secretly having an affair with Vinay, who has yet to divorce his wife. As the evening progresses, Anjali returns to her shared room with Sajitha and her daughter. The next morning, she mysteriously disappears. Anjali later reveals that she was groped while asleep, with her only clue being the scent of perfume and a key left behind by the perpetrator. She suspects Hari, but without clear evidence, the matter remains clouded in uncertainty. Disturbed and disgusted, Anjali confides in Vinay, trusting him to help her navigate the situation. Vinay, whose ego is already bruised by Hari's swift rise to prominence, sees this incident as an opportunity to challenge Hari's position within the group. His motivations, however, are complicated by personal feelings, including his desire to secure a male lead role for himself and his discontent with Hari's celebrity status. Rather than bringing the issue to the group immediately, Vinay confides in Malaban, the senior-most member, out of concern that revealing the affair would create suspicions of conspiracy and further complicate matters. The group is eventually summoned to a meeting, where differing opinions emerge. Some members dismiss Anjali's accusations as baseless, while others call for Hari's expulsion. Some members accuse Anjali of being intoxicated and possibly hallucinating, while others blame her provocative attire. The discussion becomes more about self-preservation than justice, with many members concerned about the impact on their potential European tour, which would offer them a life-changing opportunity. Anjali is eventually confronted by the group, where her evidence—mainly the key ring and her memories of the incident—are debated. Some members even suggest that Anjali might have experienced tactile hallucinations. The discussion shifts away from the truth, with Malaban suggesting that the accusation might be a mere illusion. Meanwhile, others are more concerned with protecting their reputations and the potential loss of the foreign tour than addressing the gravity of Anjali's trauma. Feeling betrayed by Vinay's reluctance to support her and the group's lack of empathy, Anjali decides to leave the theater group, realizing that her dignity and self-worth are no longer compatible with their toxic environment. The film culminates in a shocking revelation: Hari admits that the promised European tour was a fabrication, orchestrated as a prank in retaliation for a similar trick pulled on him by Malaban in the past. This revelation exposes the self-serving nature of the men in the group, highlighting their indifference to Anjali's suffering. In the final act, Anjali takes the stage once more, reenacting her role in the play. She declares that she no longer cares to identify the perpetrator because, to her, all the men in the group are potential perpetrators, indifferent to her pain and struggles. The film ends with a powerful statement: justice was not achieved by the men, but rather by art, through the theater, where Anjali reclaims her voice."
tt2731868,Almost Che,2012,112,['Comedy'],7.3,105,"['nm1049968', 'nm2359794', 'nm3514331', 'nm2944077', 'nm1059148']",Korean,South Korea,,,N/A
tt2734510,All I Need,2013,162,"['Drama', 'Fantasy', 'Thriller']",8.6,9,"['nm3817293', 'nm5544637', 'nm5544827', 'nm5545145', 'nm4544770']",N/A,N/A,,,N/A
tt2734602,Alfredo S. Lim: The Untold Story,2013,110,"['Action', 'Biography', 'Drama']",8.0,10,"['nm0599004', 'nm0211278', 'nm0119193', 'nm0190217', 'nm1288797']",Filipino,Philippines,,,N/A
tt27350256,Akkord,2024,72,['Documentary'],,,,N/A,N/A,,,"Between the 16th and 18th centuries, chords developed into primary musical elements that were distinct from their polyphonic origins. In early church polyphony known as organum, a plainsong was paired with another melody. This two-part counterpoint developed gradually into ever more complex polyphonic writing. In organum's simplest form, the plainchant was doubled in a perfect interval like the fourth, fifth, or octave. Chords were incidental results of the melodic lines.: 77, 220 During the Renaissance, polyphony became more complex. Seventh chords started to appear in the 16th century.: 237  In the Baroque era, seventh chords started to function in specific ways that enabled smooth voice leading and complex cadences. The dominant seventh chord in particular became a fixture of classical music during the common practice period.: 237f For Baroque composers, counterpoint was no longer imperative, and melodies were often accompanied simply by chords.: 77  The era also saw the rise of a shorthand notation known as figured or thorough bass. The bass melody is accompanied by numbers which indicate the harmony that should be played above each note. As tonality expanded, structures like Neapolitan and augmented sixth chords used chromatic notes outside of the diatonic scale. Such altered chords complicated voice leading and led to more eclectic cadences and modulations. Composers began to strip the function from such chords and embrace them purely for their sonic qualities. 20th century music greatly expanded chords, adding tones and often dissonance. Jazz has a particularly eclectic chord vocabulary."
tt27377297,Al Djanat,2023,84,['Documentary'],6.8,26,,N/A,N/A,,,N/A
tt2737766,Adrenalin Intoxication,2013,90,"['Documentary', 'Music']",,,"['nm5547567', 'nm5547586', 'nm5546910', 'nm5547251']",N/A,N/A,,,N/A
tt2738346,Alaska's Wild Peninsula,2013,60,['Documentary'],9.2,24,['nm0597333'],N/A,N/A,,,N/A
tt2739810,Aakrant,1988,104,['Drama'],,,"['nm0025389', 'nm12942122', 'nm1021410', 'nm12942124', 'nm12942302']",N/A,N/A,,,N/A
tt2739824,Aakanksha,1993,120,['Drama'],6.8,11,"['nm0700875', 'nm0438488', 'nm0025389', 'nm1159328', 'nm0315942']",N/A,N/A,,,N/A
tt27399130,Almost Popular,2024,95,['Comedy'],5.3,127,"['nm7240111', 'nm6366586', 'nm8534591', 'nm1671120', 'nm0617141']",English,United States,,,"At Rosewood High, Susie Quinn, a junior, faces the difficulty of being socially invisible. Susie and her lifelong best friend, Bobbie Roberts, find themselves stuck in the middle tier of the high school social hierarchy, which is strictly tiered. Susie wants to change this, however, and has set her sights on the most powerful clique at the high school, the “POP Girls,” consisting of Vicki Reinhard, Renee Lalita, and the rest. Susie wants nothing more than for the rest of her life to begin with her senior year, and she knows that the only way for this to happen is for her to become part of the powerful clique. Bobbie, though skeptical, agrees to assist Susie with her plans for social climbing. Susie and Bobbie observe the POP Girls’ behaviors, fashion, and social media usage. Susie attempts, though with much embarrassment, to become more visible at the high school, which only results in the rest of the students enjoying the show. Susie finally gets an invitation to the POP Girls’ party, which she sees as a step in the right direction. At the party, Susie learns that the POP Girls’ clique consists only of manipulation and humiliation, with Vicki clearly at the helm, while Renee appears uncomfortable with the cruel behavior of the clique, which Susie attempts to impress with, though with much embarrassment. Despite these challenges, Renee approaches Susie and gives her tentative advice about dealing with the social dynamics of the school. Through her relationship with Susie, Bobbie is able to get close to the clique and witness the level of pressure they have to endure in order to remain popular. This situation forces Susie to reevaluate the costs of her own ambitions. The situation comes to a head when Susie is given the opportunity to earn partial acceptance into the POP Girls by choosing to distance herself from Bobbie during the school assembly stunt designed to promote the popularity of the clique. Susie initially complies with Vicki’s request and leaves Bobbie stranded. This creates tension between the two girls. However, Susie eventually comes to her senses and publicly acknowledges her mistakes. This allows her to reconcile with Bobbie. Through her relationship with Vicki, Renee comes to realize the level of pretence required for the girls to remain popular. This realization then allowed her to defect from Vicki’s leadership. Susie and Bobbie redefining what popularity means. Despite the fact that they are not part of the POP Girls, they are no longer defined by their exclusion. Susie and Bobbie are begin their final year of high school."
tt27413111,After the Bridge,2023,66,['Documentary'],7.7,16,['nm14716590'],N/A,N/A,,,N/A
tt27426175,Again Again,2026,99,"['Romance', 'Sci-Fi']",,,"['nm14721551', 'nm6191633', 'nm9651588', 'nm10707923', 'nm15435487']",English,N/A,,,N/A
tt27470862,Agnyathavasi,2025,122,['Mystery'],6.8,517,"['nm15588727', 'nm5834406', 'nm5701208', 'nm7465869', 'nm1679254']",Telugu,India,120.0,70.0,"Govinda ""Vindha"" Bhargav, a powerful businessman, receives news of his younger son Mohan Bhargav's death in a car accident while in Italy. Soon after, assassins enter his hotel room, and one of them holds up a phone. On the other end, Vindha's friends Sarma and Varma reveal that they orchestrated his son's death and plan to take over his empire. Vindha secretly records this conversation before being killed by the gunmen. The news of Vindha's death reaches his second wife, Indrani Bhargav, who discovers the audio file of Vindha's alleged killers. She contacts Appaji, the brother of Vindha's deceased first wife Krishnaveni, to summon an unknown person. Appaji informs the unknown person, who is revealed to be Abhishikth Bhargav, Vindha's eldest son. After performing his father's last rites in Varanasi, Abhi travels from Assam to Hyderabad, where his father's possible killers live. He gets a job in his father's company under the pseudonym Balasubramanyam and befriends Sukumari, Varma's daughter, and Suryakantham, Sarma's secretary. Abhi discovers that the recorded phone conversation was faked, as there are no international calls registered on Sarma and Varma's phones. Meanwhile, unknown assailants attempt to kill Abhi, but he kills them in self-defense. The last attacker reveals that the true mastermind is Seetharam, the son of Vindha's former business partner, Aditya Bandaru. ACP Sampath, leading the police investigation, delves into Vindha's past. Vindha, originally a middle-class man, built a successful pharmaceutical company and planned to set up a factory in a remote village. However, Vindha refused to bribe a local politician, who incited villagers to attack Vindha's factory with help from Vindha's friend Aditya Bandaru. During their escape on a charter plane, Vindha's medicine vial is destroyed, but Vindha secretly keeps a second vial. Vindha begins to suspect his friends after observing their behaviour. While on a holiday in Bali with his pregnant first wife Krishnaveni, there is an attempt on her life. She is presumed dead, but it is revealed that another woman wearing the same robe was mistakenly killed. Vindha sends Krishnaveni to her brother Appaji's house for safety, but she dies shortly after giving birth to Abhi. Vindha raises Abhi to be indifferent to wealth, considering it a necessary trait to lead his empire. With Abhi's consent, Vindha marries Indrani, who becomes Mohan's mother. Abhi takes over the company, revealing his true identity as Vindha's son. He tortures Sarma, Varma, and Koteswara Rao, who harass women in the workplace. Seetharam, upon learning of Abhi, returns to India and demands proof of Abhi's lineage. Abhi travels to Bulgaria with Sukumari and Suryakantham to retrieve Vindha's will, which names Abhi as the heir. However, Seetharam, with Appaji's help, steals and destroys the will, eliminating the evidence. During the election for the future CEO, Abhi battles Seetharam's goons on the company rooftop. He reveals that the will Seetharam destroyed was fake and that Appaji was part of Abhi's plan. After defeating most of Seetharam's goons, a board member reveals himself as Aditya's brother and admits to being part of Vindha's murder to avenge his brother. Abhi confronts him, and the board member and Seetharam's henchman Parag fall from the rooftop, resulting in their deaths. Abhi reveals to Seetharam that the company ""AB group"" was named after Aditya Bandaru, not himself. He then assumes the position of CEO and assures Indrani he will fulfill his father's duties. In the end, Abhi ensures that Seetharam is exiled to an isolated island."
tt27434008,All Love,2024,121,['Drama'],,,"['nm14724917', 'nm13020431', 'nm14727375', 'nm14727381', 'nm14727376']",N/A,N/A,,,N/A
tt27442069,Aggrasena,2023,121,['Drama'],6.8,693,"['nm14727585', 'nm14884412', 'nm10644258', 'nm0707947', 'nm10157177']",N/A,N/A,,,N/A
tt27443884,Alone Together,2023,96,['Documentary'],,,"['nm4373363', 'nm2678646', 'nm8360279', 'nm1395952', 'nm11571968']",N/A,N/A,,,N/A
tt27445004,Abang Adik,2023,115,"['Crime', 'Drama']",7.2,2084,"['nm4308851', 'nm4308851', 'nm9317345', 'nm9317345', 'nm15688013']",Mandarin,N/A,0.653,3.48,N/A
tt27445014,Abbotsford Creek,2021,93,['Comedy'],,,"['nm9216097', 'nm17475822', 'nm12080213', 'nm14620121', 'nm14620114']",N/A,N/A,,,N/A
tt27447581,All About the Little Things,2023,75,"['Comedy', 'Drama']",5.4,33,"['nm6851116', 'nm5595790', 'nm8951862', 'nm6383798', 'nm9699390']",N/A,N/A,,,N/A
tt27448589,Aathvani,2023,124,['Drama'],8.1,81,"['nm0012881', 'nm14956022', 'nm10672665', 'nm13948151', 'nm7648620']",Marathi,India,,,"Successful television writer Rahul Jadhav, who is experiencing writer's block, embarks on a quest to compose a tale about a long-lost farewell letter that a female lover (Sunanda) wrote to her male lover (Rama) 48 years ago. Since Rahul and Riya Shah have been dating for seven years, Riya feels pressure from her parents to make a significant commitment. Rahul isn't prepared to settle down just yet. As Rahul meets more individuals and learns more secrets along the way, his writing adventure gets increasingly exciting. But within all of this activity, he was unaware of how his disappearance might affect his personal life. His persistent disregard for Riya's texts and phone calls leads to arguments and, ultimately, a breakup. Rahul's life is completely transformed for the better when he learns about the elderly couple and, after learning about their experience, he does a kind thing for them as well. When he realises how incredibly nostalgic the couple's tale of true love is, he admits his own shortcomings and resolves to put things right with Riya. After running back to Riya, he apologises to her and they reunite in a touching moment."
tt27454469,Abled: The Blake Leeper Story,2023,89,['Documentary'],9.1,15,,N/A,N/A,,,N/A
tt27489557,Abigail,2024,109,"['Action', 'Comedy', 'Crime']",6.5,119250,"['nm4574440', 'nm1405398', 'nm10341836', 'nm2825058', 'nm1105980']",N/A,N/A,,,N/A
tt27512649,Allan Quatermain and the Spear of Destiny,2023,61,['Adventure'],2.7,198,"['nm5584488', 'nm6038423', 'nm6170877', 'nm7308346', 'nm6855156']",N/A,N/A,,,N/A
tt27513905,All That Magic One Cannot Get Enough Of,2023,67,['Documentary'],,,,N/A,N/A,,,N/A
tt27516486,Alien: American Dream Denied,2023,83,['Documentary'],7.6,7,,N/A,N/A,,,N/A
tt27520732,Adik sa'yo,2023,102,"['Crime', 'Drama']",5.8,36,"['nm3477347', 'nm4775303', 'nm0659435', 'nm1309239', 'nm4571321']",N/A,N/A,,,N/A
tt27520942,Alone Zone 1,0,60,['Action'],,,['nm12652059'],N/A,N/A,,,N/A
tt2752324,Acquainted,2013,76,"['Drama', 'Fantasy', 'Romance']",,,"['nm4918369', 'nm3496103', 'nm4318235', 'nm4107958', 'nm3846511']",N/A,N/A,,,N/A
tt27530851,All Because of the Cat,2023,99,"['Comedy', 'Drama']",5.8,288,"['nm0951456', 'nm0253018', 'nm0076889', 'nm0189887', 'nm0218615']",N/A,N/A,,,N/A
tt27533613,Abusamos del alcohol,2023,90,['Drama'],4.3,10,"['nm0811785', 'nm11926717', 'nm15311684', 'nm8068275', 'nm3520176']",N/A,N/A,,,N/A
tt27541276,Alla ricerca di Rose,0,85,['Adventure'],,,"['nm14766464', 'nm14766465', 'nm14766466', 'nm14766467', 'nm14766468']",N/A,N/A,,,N/A
tt27542836,Alexander Grothendieck: On a Genius' Path,2013,103,['Documentary'],,,['nm1614998'],N/A,N/A,,,N/A
tt27545515,Alvania: Anastasi tis Orthodoxias,1996,106,['Documentary'],,,['nm0408861'],N/A,N/A,,,N/A
tt27547171,All Up in the Biz,2023,100,"['Documentary', 'Music']",7.4,396,"['nm0134244', 'nm7844852', 'nm0294366', 'nm1185051', 'nm0196117']",N/A,N/A,,,N/A
tt27548265,Alzheimers vals,2009,60,['Documentary'],,,,N/A,N/A,,,N/A
tt27550692,"Alien Portals: Ancient Labyrinths, Temples and Mazes",2023,75,['Documentary'],4.4,12,"['nm3678948', 'nm11518992']",N/A,N/A,,,N/A
tt27550705,"Alien Portals: Time Travel, Prophecy and Missing People",2023,72,['Documentary'],5.4,14,"['nm3678948', 'nm11518992']",N/A,N/A,,,N/A
tt2758408,All or Nothing,2013,71,['Thriller'],7.8,36,"['nm2300074', 'nm1649717', 'nm0694458', 'nm1880054', 'nm5561678']",English,United Kingdom,9.0,2.8,"The film begins with a day nearing its end. Rachel, the daughter in the first family, is shown working in a nursing home. Phil, her father, is seen driving people around in his minicab. Penny, Rachel's mother, is shown working as a cashier at a Safeway store alongside Maureen, the mother in the second family. When Penny leaves work, she cycles home to find her 18-year-old son Rory in a fight with a local boy for taking his football. Rory is a lazy, obese, ill-mannered teenager who neither goes to school nor has a job. Complications with his obesity arise when after an altercation with a gang of youths playing piggy in the middle, he runs out of breath, begins to hyperventilate and is hospitalized after suffering a heart attack. The second family consists of Maureen, another cashier at Safeway, and her daughter Donna, a waitress at a cafe. Donna becomes pregnant by her boyfriend Jason despite being on the pill, and this leads to a heated argument among the three characters. The third family consists of Ron, who also drives a minicab, his unemployed teenage daughter Samantha, and his wife Carol, an unemployed alcoholic. Samantha shows interest in both Jason and Craig, a taciturn young man who seems to stalk her."
tt27562761,All You Need Is Death,2023,96,['Horror'],5.4,1111,"['nm8840634', 'nm8840632', 'nm0797444', 'nm3442270', 'nm0288260']",English,Ireland,,7245.0,"Anna, a failed Irish folk singer, and her Eastern European boyfriend Aleks are travelling through rural Ireland to document obscure Irish folk songs and sell the recordings to collectors (unbeknownst to the singers). They become fascinated with a lead on an undocumented thousand-year-old folk song allegedly passed down from mother to daughter, and track down Rita Concannon, an elderly woman who can sing it. The song, in Old Irish, is about a king who is betrayed by the object of his romantic affections and then places a curse on her, her lover, and her descendants. Hearing and recording Rita's recital of the song causes the protagonists to become subject to sinister supernatural forces."
tt2756674,Air Force 1: Anatomy of an Urban Legend,2010,76,['Documentary'],,,['nm16329234'],N/A,N/A,,,N/A
tt2757228,Al Hafla,2013,100,"['Action', 'Drama', 'Mystery']",6.6,916,"['nm1432852', 'nm1432966', 'nm3116974', 'nm1015531', 'nm5848245']",N/A,N/A,,,N/A
tt27614892,Always Smile,2025,85,"['Crime', 'Drama', 'Thriller']",6.6,1282,"['nm8398321', 'nm2949515', 'nm10652821', 'nm9617963', 'nm10717555']",N/A,N/A,,,N/A
tt27618123,Adiyae,2023,139,"['Comedy', 'Romance', 'Sci-Fi']",6.3,1397,"['nm10174309', 'nm1574854', 'nm14794237', 'nm1862815', 'nm10688420']",Tamil,India,,,"Jeeva has been in love with Senthaazhini since school days. Years later, Senthaazhini is a renowned singer, while Jeeva is an ordinary man who is still in love with Senthaazhini but has not disclosed it yet. One day he gets transported to a parallel universe, where he is an accomplished musician and Senthaazhini is his wife. His trip to the parallel universe reverts after a predetermined period. Jeeva goes back to the parallel universe to be with Senthaazhini but eventually comes back to his home universe. How Jeeva resolves his love story in reality forms the rest of the story."
tt27621283,Alvin,0,65,['Horror'],,,"['nm6792149', 'nm5053351', 'nm4499719']",N/A,N/A,,,N/A
tt27622722,Afam,2023,117,['Comedy'],5.1,476,"['nm13281579', 'nm13112434', 'nm10042702', 'nm10042702', 'nm14433925']",N/A,N/A,,,N/A
tt2765688,Allah's Gift,2013,65,"['Adventure', 'Documentary', 'History']",,,,N/A,N/A,,,N/A
tt27666056,Alaskan Costal Sasquatch: Area A,2022,92,['Documentary'],5.0,16,,N/A,N/A,,,N/A
tt27666136,Alaskan Costal Sasquatch: The Evidence,2022,86,['Documentary'],5.2,11,,N/A,N/A,,,N/A
tt27671363,After School,2023,118,"['Comedy', 'Drama']",6.6,118,"['nm6924234', 'nm14105716', 'nm5293539', 'nm3561863', 'nm14191959']",N/A,N/A,,,N/A
tt27671644,Aichaku,2024,118,"['Drama', 'Romance']",6.5,749,"['nm4245001', 'nm14819681', 'nm0156379', 'nm14999661', 'nm4883063']",Japanese,Japan,,,"Lucas, an American expat, works as an English teacher at a struggling small language school in a rural town of Chiba Prefecture, Japan. He lives modestly and dreams of buying an abandoned roadside café that he often passes, but with his meager salary, it's out of reach. Meanwhile, Ken, a half‑Japanese man raised by his uncle after his father's suicide and his mother's return to the United States, has worked since age fifteen at his uncle Nobu's construction business. Ken quietly yearns to learn English so someday he can reconnect with his mother in America. Over the span of three days, the two meet and their lives subtly intertwine. Initially reserved and uncertain, Ken gradually warms to Lucas, and an unlikely friendship forms. They share intimate conversations that reveal their vulnerabilities and past hurts, and eventually become physically intimate. For Lucas, the connection feels transformative. Ken, on the other hand, grapples with uncertainty about his own sexuality and emotional readiness. When Lucas unexpectedly loses his teaching job, he faces possible expulsion from Japan due to visa restrictions. To stay longer, he reluctantly agrees to a marriage of convenience with his landlady's daughter Marie—who, unbeknownst to him at first, is lesbian. This ruse allows him to maintain his residency temporarily while navigating complex emotional terrain. Meanwhile, Ken slowly overcomes his fears and gains clarity about who he is and what he wants. Learning to accept himself enables him to take definitive action. At the climax, Ken and Lucas confess their love for one another. Empowered by their attachment—to each other and to their shared dreams—they purchase the café Lucas had long coveted. The film concludes a year later at a festive grand opening of that café, with family and friends gathered, signaling new beginnings and emotional fulfillment for both men."
tt27675583,Almost Cops,2025,95,"['Action', 'Comedy', 'Crime']",5.0,3410,"['nm4534757', 'nm2167524', 'nm7558443', 'nm2558112', 'nm1161111']",N/A,N/A,,,N/A
tt27675809,All I Want Is You,2023,71,['Drama'],6.2,115,"['nm12056369', 'nm13831509', 'nm9395505', 'nm12353083', 'nm11218725']",N/A,N/A,,,N/A
tt27708700,Air Force One Down,2024,84,"['Action', 'Thriller']",4.5,3217,"['nm3031063', 'nm0092026', 'nm0784884', 'nm1747847', 'nm0001309']",English,United States,,,"Allison Miles, a rookie secret service agent finds herself aboard on Air Force One in her first assignment when the plane is highjacked by a group of terrorists whose intention is to derail an energy deal. With Edwards, the President of the United States life is on the line, Agent Miles is duty-bound to protect the president, facing an ultimate task and pushing her skills and bravery to the limits."
tt2776668,Abracadabra,2013,78,['Fantasy'],,,"['nm5578017', 'nm5576976', 'nm5578356', 'nm5577539', 'nm5578862']",N/A,N/A,,,N/A
tt27775093,Act of Vengeance,2013,151,['Action'],,,['nm0043390'],N/A,N/A,,,N/A
tt2782754,Allende en su laberinto,2014,90,"['Action', 'Biography', 'Drama']",6.1,606,"['nm0616391', 'nm0478202', 'nm1130754', 'nm3553364', 'nm1229801']",Spanish,Chile,,,N/A
tt27716654,Aire de Stationnement (ADS),2016,105,['Drama'],,,"['nm14794712', 'nm14342138', 'nm14841656', 'nm14841655', 'nm14348693']",N/A,N/A,,,N/A
tt2771712,Aappan Pher Milange,2012,132,['Drama'],4.0,25,"['nm0961737', 'nm5156797', 'nm3243068', 'nm1942776', 'nm0419741']",N/A,N/A,,,N/A
tt27719876,After Operation London Cafe,2026,126,['Drama'],9.2,27,"['nm5794898', 'nm14842777', 'nm11933701', 'nm6198079', 'nm6237249']",Marathi,India,,,N/A
tt27720905,All Roads Lead to More,2023,78,['Documentary'],,,,N/A,N/A,,,N/A
tt27722524,Addition,2024,91,"['Drama', 'Romance']",6.4,157,"['nm1954240', 'nm1478079', 'nm1181180', 'nm1506789', 'nm0670582']",N/A,N/A,,,N/A
tt2772566,Afrika I. - Z Maroka na Kilimandzaro,1953,104,['Documentary'],7.6,10,"['nm1778443', 'nm0494145', 'nm1778768', 'nm0819998', 'nm1779070']",N/A,N/A,,,N/A
tt2773596,Aftershocks: The Rough Guide to Democracy,2002,68,['Documentary'],,,,N/A,N/A,,,N/A
tt2773628,Air Terjun Pengantin Phuket,2013,83,"['Horror', 'Thriller']",5.6,73,"['nm2621991', 'nm2617038', 'nm3150965', 'nm4950520', 'nm5058793']",N/A,N/A,,,N/A
tt27745480,Abyss In,2022,64,['Drama'],9.6,5,"['nm14852384', 'nm0636739', 'nm1407541', 'nm14741524', 'nm14852385']",N/A,N/A,,,N/A
tt27750722,Abenteuerland,2023,85,['Documentary'],7.3,12,"['nm14854139', 'nm14854139']",N/A,N/A,,,N/A
tt27751701,Advent,2023,80,"['Comedy', 'Drama', 'Mystery']",5.5,63,"['nm0639119', 'nm5112045', 'nm2833806', 'nm4498721', 'nm0642575']",Asturian,N/A,,,"A young and confused guy observes a strange lady on a secluded beach, since she reminds him of somebody from his past. The woman, after warning him about a danger, throw herself off of a cliff. Suso gets confused and tries to find support from a friend, but she doesn't understand him. When he visits his mother's grave, he meets the girl again. His confusion is made bigger by the effects of alcohol, but soon the truth will be revealed, that confronts him with his own identity and with his past."
tt27759630,Abrahadabra,2017,90,['Drama'],,,"['nm14857879', 'nm4366493', 'nm10949559', 'nm14857876', 'nm14857875']",N/A,N/A,,,N/A
tt2776270,Always on My Mind,2012,87,['Romance'],6.3,17,"['nm2444843', 'nm0598056']",N/A,N/A,,,N/A
tt2776320,Aida,2012,155,['Drama'],6.9,17,"['nm5496278', 'nm5577498', 'nm5577082', 'nm0078054', 'nm0254063']",N/A,N/A,,,N/A
tt2776468,All About Babies,1988,150,['Documentary'],,,['nm0000737'],N/A,N/A,,,N/A
tt2776684,Alaska Sessions,2012,88,"['Adventure', 'Documentary', 'Sport']",,,"['nm5544831', 'nm4154954', 'nm5572741', 'nm5573577', 'nm5572964']",N/A,N/A,,,N/A
tt2776800,Accidental Muse,2017,100,['Drama'],8.8,8,"['nm3173959', 'nm4282591', 'nm3921622', 'nm4251442', 'nm4765516']",N/A,N/A,,,N/A
tt2778268,Aleister Crowley: Legend of the Beast,2013,80,"['Biography', 'Drama']",4.4,76,"['nm4596542', 'nm4752987', 'nm3552979', 'nm3856549', 'nm3114993']",N/A,N/A,,,N/A
tt2778282,Alien Crash at Roswell: The UFO Truth Lost in Time,2013,70,['Documentary'],5.9,21,['nm4422260'],N/A,N/A,,,N/A
tt2778306,Aliens and Crop Circles,2013,200,['Documentary'],3.3,12,,N/A,N/A,,,N/A
tt2778382,Alien Abduction: The Odyssey of Betty and Barney Hill,2013,180,['Documentary'],6.2,50,,N/A,N/A,,,N/A
tt27787862,Adventure Tom,2025,110,"['Comedy', 'Drama', 'Romance']",7.7,33,"['nm13055738', 'nm2269032', 'nm6062424', 'nm0875842', 'nm5856351']",N/A,N/A,,,N/A
